,customer_id,recency,frequency,monetary_value,R,F,M,rfm_score,RFM_level
992,1189,48,4,2894.1,2,1,1,4,Needs Attention
993,1190,7,6,4050.1299999999997,4,3,1,8,Require Activation
994,1191,44,8,6925.330000000001,3,4,3,10,Highly potential
995,1192,80,5,4306.09,2,2,2,6,Loyal
996,1193,37,4,4694.620000000001,3,1,2,6,Loyal
997,1194,29,8,7829.330000000001,3,4,3,10,Highly potential
998,1195,20,5,5178.38,3,2,2,7,Require Activation
999,1196,19,6,5307.82,4,3,2,9,Highly potential
1000,1197,8,4,4455.89,4,1,2,7,Require Activation
1001,1198,69,6,6397.58,2,3,3,8,Require Activation
1002,1199,44,8,6090.450000000001,3,4,3,10,Highly potential
1003,1200,80,8,5923.110000000001,2,4,3,9,Highly potential
1004,1203,8,1,1036.59,4,1,1,6,Loyal
1005,1204,201,1,235.63,1,1,1,3,Require Activation
1006,1205,23,7,9339.339999999998,3,3,4,10,Highly potential
1007,1206,84,2,3229.76,2,1,1,4,Needs Attention
1008,1207,14,6,4027.6,4,3,1,8,Require Activation
1009,1208,78,5,6789.07,2,2,3,7,Require Activation
1010,1209,132,2,2368.55,1,1,1,3,Require Activation
1011,1211,235,4,2677.25,1,1,1,3,Require Activation
1012,1212,72,3,3843.34,2,1,1,4,Needs Attention
1013,1213,70,7,8448.45,2,3,4,9,Highly potential
1014,1214,24,4,4251.7,3,1,2,6,Loyal
1015,1215,78,8,7611.599999999999,2,4,3,9,Highly potential
1016,1216,8,4,3354.53,4,1,1,6,Loyal
1017,1217,11,7,8001.53,4,3,3,10,Highly potential
1018,1220,67,5,5406.34,2,2,2,6,Loyal
1019,1221,10,7,5309.76,4,3,2,9,Highly potential
1020,1222,52,3,2947.0299999999997,2,1,1,4,Needs Attention
1021,1224,48,7,8166.93,2,3,4,9,Highly potential
1022,1225,59,4,5271.6,2,1,2,5,Promising
1023,1226,25,5,5188.65,3,2,2,7,Require Activation
1024,1227,62,12,9340.669999999998,2,4,4,10,Highly potential
1025,1228,133,4,3561.17,1,1,1,3,Require Activation
1026,1229,20,9,6854.87,3,4,3,10,Highly potential
1027,1231,176,2,2000.5500000000002,1,1,1,3,Require Activation
1028,1232,5,9,10746.19,4,4,4,12,Highly potential
1029,1234,86,7,6365.5599999999995,2,3,3,8,Require Activation
1030,1235,82,3,4340.25,2,1,2,5,Promising
1031,1236,42,5,5581.900000000001,3,2,2,7,Require Activation
1032,1237,24,10,12299.65,3,4,4,11,Highly potential
1033,1238,102,4,1827.7399999999998,1,1,1,3,Require Activation
1034,1240,6,4,4634.82,4,1,2,7,Require Activation
1035,1241,76,7,7065.74,2,3,3,8,Require Activation
1036,1242,18,2,2610.13,4,1,1,6,Loyal
1037,1243,71,10,11625.08,2,4,4,10,Highly potential
1038,1245,72,7,5886.29,2,3,2,7,Require Activation
1039,1247,91,4,5835.85,1,1,2,4,Needs Attention
1040,1248,68,1,1661.92,2,1,1,4,Needs Attention
1041,1250,36,10,9534.190000000002,3,4,4,11,Highly potential
1042,1251,62,4,2360.34,2,1,1,4,Needs Attention
1043,1252,10,7,9665.09,4,3,4,11,Highly potential
1044,1254,38,7,6791.620000000001,3,3,3,9,Highly potential
1045,1256,82,6,6083.15,2,3,3,8,Require Activation
1046,1257,257,3,2708.91,1,1,1,3,Require Activation
1047,1258,53,8,8945.560000000001,2,4,4,10,Highly potential
1048,1259,42,7,8470.17,3,3,4,10,Highly potential
1049,1260,67,5,3845.9700000000003,2,2,1,5,Promising
1050,1261,49,6,4878.62,2,3,2,7,Require Activation
1051,1262,44,3,4584.04,3,1,2,6,Loyal
1052,1263,43,6,5354.29,3,3,2,8,Require Activation
1053,1265,8,4,4449.860000000001,4,1,2,7,Require Activation
1054,1267,142,4,6352.41,1,1,3,5,Promising
1055,1269,212,3,2962.88,1,1,1,3,Require Activation
1056,1270,206,4,3962.16,1,1,1,3,Require Activation
1057,1271,188,2,3387.5299999999997,1,1,1,3,Require Activation
1058,1273,24,3,3050.3100000000004,3,1,1,5,Promising
1059,1274,15,9,6912.7699999999995,4,4,3,11,Highly potential
1060,1275,150,6,5698.139999999999,1,3,2,6,Loyal
1061,1276,101,2,2585.3,1,1,1,3,Require Activation
1062,1277,56,3,2701.39,2,1,1,4,Needs Attention
1063,1278,65,4,6559.17,2,1,3,6,Loyal
1064,1279,53,6,6106.63,2,3,3,8,Require Activation
1065,1280,107,4,4802.049999999999,1,1,2,4,Needs Attention
1066,1281,88,3,3403.1799999999994,2,1,1,4,Needs Attention
1067,1282,39,8,10069.949999999999,3,4,4,11,Highly potential
1068,1283,94,2,2964.4,1,1,1,3,Require Activation
1069,1284,79,3,418.80999999999995,2,1,1,4,Needs Attention
1070,1285,119,7,10581.32,1,3,4,8,Require Activation
1071,1286,52,7,6400.92,2,3,3,8,Require Activation
1072,1287,68,7,9575.2,2,3,4,9,Highly potential
1073,1288,23,4,5733.47,3,1,2,6,Loyal
1074,1290,45,9,11890.970000000001,3,4,4,11,Highly potential
1075,1291,17,7,8651.92,4,3,4,11,Highly potential
1076,1293,240,5,5896.44,1,2,3,6,Loyal
1077,1295,30,6,5147.2300000000005,3,3,2,8,Require Activation
1078,1296,131,4,5977.84,1,1,3,5,Promising
1079,1297,3,6,6037.480000000001,4,3,3,10,Highly potential
1080,1298,142,5,7471.9800000000005,1,2,3,6,Loyal
1081,1299,7,7,9845.31,4,3,4,11,Highly potential
1082,1300,21,6,9217.349999999999,3,3,4,10,Highly potential
1083,1302,30,13,17035.829999999998,3,4,4,11,Highly potential
1084,1304,4,6,4316.4400000000005,4,3,2,9,Highly potential
1085,1305,143,5,4862.79,1,2,2,5,Promising
1086,1306,137,5,5037.3,1,2,2,5,Promising
1087,1307,91,9,9888.539999999999,1,4,4,9,Highly potential
1088,1308,16,5,7509.25,4,2,3,9,Highly potential
1089,1309,83,4,3547.4399999999996,2,1,1,4,Needs Attention
1090,1310,21,5,4177.02,3,2,2,7,Require Activation
1091,1311,48,3,4724.29,2,1,2,5,Promising
1092,1312,27,4,3066.41,3,1,1,5,Promising
1093,1313,8,7,8113.209999999999,4,3,4,11,Highly potential
1094,1314,28,5,5627.01,3,2,2,7,Require Activation
1095,1316,33,5,5704.709999999999,3,2,2,7,Require Activation
1096,1317,11,9,15370.809999999998,4,4,4,12,Highly potential
1097,1318,8,7,7834.26,4,3,3,10,Highly potential
1098,1321,104,7,5511.139999999999,1,3,2,6,Loyal
1099,1322,64,4,6024.349999999999,2,1,3,6,Loyal
1100,1323,54,7,3352.1499999999996,2,3,1,6,Loyal
1101,1324,75,7,6791.039999999999,2,3,3,8,Require Activation
1102,1325,83,1,416.98,2,1,1,4,Needs Attention
1103,1326,11,6,6384.11,4,3,3,10,Highly potential
1104,1327,7,5,5206.2699999999995,4,2,2,8,Require Activation
1105,1328,1,7,10301.23,4,3,4,11,Highly potential
1106,1329,5,11,14818.119999999999,4,4,4,12,Highly potential
1107,1330,76,6,8329.24,2,3,4,9,Highly potential
1108,1331,6,10,11641.260000000002,4,4,4,12,Highly potential
1109,1332,36,7,7755.360000000001,3,3,3,9,Highly potential
1110,1333,8,3,3501.8999999999996,4,1,1,6,Loyal
1111,1334,241,2,3129.3199999999997,1,1,1,3,Require Activation
1112,1336,79,6,6095.660000000001,2,3,3,8,Require Activation
1113,1337,84,6,6160.39,2,3,3,8,Require Activation
1114,1338,232,2,1671.8400000000001,1,1,1,3,Require Activation
1115,1339,103,5,6447.480000000001,1,2,3,6,Loyal
1116,1340,29,8,7371.420000000001,3,4,3,10,Highly potential
1117,1341,11,4,2841.0999999999995,4,1,1,6,Loyal
1118,1343,21,3,3737.6800000000003,3,1,1,5,Promising
1119,1344,22,3,1709.46,3,1,1,5,Promising
1120,1345,44,6,8121.72,3,3,4,10,Highly potential
1121,1346,16,9,10530.7,4,4,4,12,Highly potential
1122,1347,92,6,6106.51,1,3,3,7,Require Activation
1123,1348,115,5,7592.16,1,2,3,6,Loyal
1124,1349,44,6,4387.99,3,3,2,8,Require Activation
1125,1350,117,2,2243.46,1,1,1,3,Require Activation
1126,1352,89,3,2496.04,2,1,1,4,Needs Attention
1127,1353,15,8,6708.349999999999,4,4,3,11,Highly potential
1128,1354,75,3,3170.25,2,1,1,4,Needs Attention
1129,1355,9,5,5458.11,4,2,2,8,Require Activation
1130,1356,23,6,6474.389999999999,3,3,3,9,Highly potential
1131,1357,13,9,12232.580000000002,4,4,4,12,Highly potential
1132,1358,4,8,8559.16,4,4,4,12,Highly potential
1133,1359,13,2,2027.25,4,1,1,6,Loyal
1134,1360,182,3,3476.3199999999997,1,1,1,3,Require Activation
1135,1361,29,6,7203.26,3,3,3,9,Highly potential
1136,1362,119,2,2948.34,1,1,1,3,Require Activation
1137,1363,25,7,7017.55,3,3,3,9,Highly potential
1138,1364,65,4,3804.88,2,1,1,4,Needs Attention
1139,1365,218,4,2346.08,1,1,1,3,Require Activation
1140,1366,55,5,4035.1099999999997,2,2,1,5,Promising
1141,1367,12,7,4991.900000000001,4,3,2,9,Highly potential
1142,1369,179,4,4920.55,1,1,2,4,Needs Attention
1143,1370,27,4,3173.01,3,1,1,5,Promising
1144,1371,27,4,4146.6,3,1,2,6,Loyal
1145,1372,67,6,6444.009999999999,2,3,3,8,Require Activation
1146,1375,83,5,6008.950000000001,2,2,3,7,Require Activation
1147,1377,76,5,5783.17,2,2,2,6,Loyal
1148,1379,29,5,6509.42,3,2,3,8,Require Activation
1149,1380,199,3,4100.01,1,1,1,3,Require Activation
1150,1381,114,5,7293.990000000001,1,2,3,6,Loyal
1151,1382,123,2,2998.29,1,1,1,3,Require Activation
1152,1383,58,3,4082.21,2,1,1,4,Needs Attention
1153,1384,37,6,6268.25,3,3,3,9,Highly potential
1154,1385,143,5,7432.72,1,2,3,6,Loyal
1155,1386,107,3,3260.21,1,1,1,3,Require Activation
1156,1387,216,1,1635.3,1,1,1,3,Require Activation
1157,1388,20,6,6237.99,3,3,3,9,Highly potential
1158,1390,2,9,9070.85,4,4,4,12,Highly potential
1159,1391,64,3,3611.7799999999997,2,1,1,4,Needs Attention
1160,1392,108,3,4481.38,1,1,2,4,Needs Attention
1161,1395,88,2,2860.38,2,1,1,4,Needs Attention
1162,1396,10,10,11434.630000000001,4,4,4,12,Highly potential
1163,1397,138,6,7257.490000000001,1,3,3,7,Require Activation
1164,1398,37,7,8073.77,3,3,4,10,Highly potential
1165,1399,17,4,6034.2,4,1,3,8,Require Activation
1166,1400,57,7,9111.929999999998,2,3,4,9,Highly potential
1167,1402,41,8,7968.53,3,4,3,10,Highly potential
1168,1403,165,2,1663.42,1,1,1,3,Require Activation
1169,1404,8,10,9401.710000000001,4,4,4,12,Highly potential
1170,1405,34,11,7668.83,3,4,3,10,Highly potential
1171,1406,29,6,4605.349999999999,3,3,2,8,Require Activation
1172,1407,1,9,9199.51,4,4,4,12,Highly potential
1173,1408,11,3,4975.92,4,1,2,7,Require Activation
1174,1409,23,4,5869.549999999999,3,1,2,6,Loyal
1175,1410,61,7,10217.49,2,3,4,9,Highly potential
1176,1411,36,6,8273.8,3,3,4,10,Highly potential
1177,1412,122,4,3403.46,1,1,1,3,Require Activation
1178,1413,4,6,5581.840000000001,4,3,2,9,Highly potential
1179,1414,19,2,1758.44,4,1,1,6,Loyal
1180,1415,58,4,4962.58,2,1,2,5,Promising
1181,1416,115,4,3443.91,1,1,1,3,Require Activation
1182,1418,87,5,5545.360000000001,2,2,2,6,Loyal
1183,1419,23,5,3385.2400000000002,3,2,1,6,Loyal
1184,1420,39,5,4965.84,3,2,2,7,Require Activation
1185,1421,58,6,5452.030000000001,2,3,2,7,Require Activation
1186,1422,48,7,5995.74,2,3,3,8,Require Activation
1187,1423,25,6,7143.39,3,3,3,9,Highly potential
1188,1424,77,3,3560.7,2,1,1,4,Needs Attention
1189,1425,1,4,4470.96,4,1,2,7,Require Activation
1190,1426,49,7,5955.06,2,3,3,8,Require Activation
1191,1427,60,5,5854.77,2,2,2,6,Loyal
1192,1428,16,10,11559.729999999998,4,4,4,12,Highly potential
1193,1429,32,6,3862.7200000000003,3,3,1,7,Require Activation
1194,1430,109,5,4676.59,1,2,2,5,Promising
1195,1431,20,4,3180.4400000000005,3,1,1,5,Promising
1196,1432,34,6,5329.7300000000005,3,3,2,8,Require Activation
1197,1433,132,3,4030.1099999999997,1,1,1,3,Require Activation
1198,1434,125,2,2016.27,1,1,1,3,Require Activation
1199,1435,34,7,8853.71,3,3,4,10,Highly potential
1200,1436,73,5,5911.139999999999,2,2,3,7,Require Activation
1201,1437,144,3,3495.9300000000003,1,1,1,3,Require Activation
1202,1438,7,10,10627.41,4,4,4,12,Highly potential
1203,1439,66,3,3310.83,2,1,1,4,Needs Attention
1204,1440,20,6,8415.02,3,3,4,10,Highly potential
1205,1444,39,5,2497.07,3,2,1,6,Loyal
1206,1445,7,6,8482.71,4,3,4,11,Highly potential
1207,1446,11,7,9653.68,4,3,4,11,Highly potential
1208,1447,98,7,8905.63,1,3,4,8,Require Activation
1209,1448,238,1,642.31,1,1,1,3,Require Activation
1210,1449,15,6,8326.13,4,3,4,11,Highly potential
1211,1450,43,7,8942.800000000001,3,3,4,10,Highly potential
1212,1451,84,6,5516.52,2,3,2,7,Require Activation
1213,1452,3,5,5937.98,4,2,3,9,Highly potential
1214,1454,6,5,5619.66,4,2,2,8,Require Activation
1215,1456,9,4,1713.83,4,1,1,6,Loyal
1216,1457,66,6,6224.219999999999,2,3,3,8,Require Activation
1217,1458,199,3,4366.14,1,1,2,4,Needs Attention
1218,1459,99,4,5707.43,1,1,2,4,Needs Attention
1219,1460,13,8,14633.24,4,4,4,12,Highly potential
1220,1462,82,5,3667.87,2,2,1,5,Promising
1221,1463,111,5,5593.080000000001,1,2,2,5,Promising
1222,1464,107,6,4553.66,1,3,2,6,Loyal
1223,1465,108,4,3709.83,1,1,1,3,Require Activation
1224,1466,34,3,3383.13,3,1,1,5,Promising
1225,1468,110,6,7218.12,1,3,3,7,Require Activation
1226,1470,2,7,7379.8,4,3,3,10,Highly potential
1227,1472,70,7,8646.380000000001,2,3,4,9,Highly potential
1228,1473,33,11,11098.84,3,4,4,11,Highly potential
1229,1474,67,5,5061.36,2,2,2,6,Loyal
1230,1475,47,7,10929.81,2,3,4,9,Highly potential
1231,1476,25,2,2055.69,3,1,1,5,Promising
1232,1478,2,7,6907.849999999999,4,3,3,10,Highly potential
1233,1479,70,5,4646.92,2,2,2,6,Loyal
1234,1480,3,9,7182.38,4,4,3,11,Highly potential
1235,1481,21,8,7837.749999999999,3,4,3,10,Highly potential
1236,1482,69,12,14366.26,2,4,4,10,Highly potential
1237,1483,30,8,7979.169999999998,3,4,3,10,Highly potential
1238,1484,15,4,3395.0199999999995,4,1,1,6,Loyal
1239,1485,5,2,1871.67,4,1,1,6,Loyal
1240,1486,33,5,4895.26,3,2,2,7,Require Activation
1241,1487,18,2,617.38,4,1,1,6,Loyal
1242,1488,41,1,533.51,3,1,1,5,Promising
1243,1489,83,4,2348.25,2,1,1,4,Needs Attention
1244,1490,69,4,4593.42,2,1,2,5,Promising
1245,1491,161,3,3208.6000000000004,1,1,1,3,Require Activation
1246,1492,14,7,10034.769999999999,4,3,4,11,Highly potential
1247,1493,21,10,11653.87,3,4,4,11,Highly potential
1248,1494,19,10,11747.52,4,4,4,12,Highly potential
1249,1495,4,2,1217.97,4,1,1,6,Loyal
1250,1496,54,5,7189.5,2,2,3,7,Require Activation
1251,1497,183,6,6257.94,1,3,3,7,Require Activation
1252,1498,41,4,4031.87,3,1,1,5,Promising
1253,1499,126,5,5880.27,1,2,2,5,Promising
1254,1501,54,5,4317.1,2,2,2,6,Loyal
1255,1502,27,9,11571.9,3,4,4,11,Highly potential
1256,1503,161,8,12553.88,1,4,4,9,Highly potential
1257,1504,6,5,5266.7,4,2,2,8,Require Activation
1258,1505,19,4,5210.83,4,1,2,7,Require Activation
1259,1508,62,5,5437.079999999999,2,2,2,6,Loyal
1260,1510,57,2,2588.77,2,1,1,4,Needs Attention
1261,1511,17,8,7012.24,4,4,3,11,Highly potential
1262,1513,121,6,5632.320000000001,1,3,2,6,Loyal
1263,1514,68,7,7863.42,2,3,3,8,Require Activation
1264,1515,9,7,5844.51,4,3,2,9,Highly potential
1265,1516,38,5,5692.96,3,2,2,7,Require Activation
1266,1517,29,11,13750.08,3,4,4,11,Highly potential
1267,1518,92,4,4780.57,1,1,2,4,Needs Attention
1268,1519,9,11,9090.05,4,4,4,12,Highly potential
1269,1521,96,2,2287.37,1,1,1,3,Require Activation
1270,1522,10,5,5030.57,4,2,2,8,Require Activation
1271,1523,42,3,3736.42,3,1,1,5,Promising
1272,1524,38,8,5784.920000000001,3,4,2,9,Highly potential
1273,1525,25,3,2983.65,3,1,1,5,Promising
1274,1526,112,5,7076.290000000001,1,2,3,6,Loyal
1275,1527,42,8,8695.82,3,4,4,11,Highly potential
1276,1529,105,1,1810.0,1,1,1,3,Require Activation
1277,1530,2,10,13634.73,4,4,4,12,Highly potential
1278,1531,43,7,7667.54,3,3,3,9,Highly potential
1279,1532,4,6,6446.1900000000005,4,3,3,10,Highly potential
1280,1533,105,8,7532.76,1,4,3,8,Require Activation
1281,1534,47,7,7048.710000000001,2,3,3,8,Require Activation
1282,1535,105,5,7008.06,1,2,3,6,Loyal
1283,1536,34,4,4914.46,3,1,2,6,Loyal
1284,1537,27,9,9589.18,3,4,4,11,Highly potential
1285,1538,2,4,891.12,4,1,1,6,Loyal
1286,1539,66,8,6655.98,2,4,3,9,Highly potential
1287,1540,6,5,5874.45,4,2,2,8,Require Activation
1288,1541,71,5,6311.2,2,2,3,7,Require Activation
1289,1542,134,5,5625.49,1,2,2,5,Promising
1290,1543,75,3,2638.73,2,1,1,4,Needs Attention
1291,1544,330,1,1057.51,1,1,1,3,Require Activation
1292,1545,3,7,6179.73,4,3,3,10,Highly potential
1293,1546,70,6,6116.73,2,3,3,8,Require Activation
1294,1547,28,9,12870.899999999998,3,4,4,11,Highly potential
1295,1550,43,6,5181.85,3,3,2,8,Require Activation
1296,1551,23,7,7800.780000000001,3,3,3,9,Highly potential
1297,1552,100,5,6945.16,1,2,3,6,Loyal
1298,1553,85,4,4422.05,2,1,2,5,Promising
1299,1554,21,7,9898.230000000001,3,3,4,10,Highly potential
1300,1555,134,7,7885.780000000001,1,3,3,7,Require Activation
1301,1556,85,5,6248.450000000001,2,2,3,7,Require Activation
1302,1557,76,6,9663.51,2,3,4,9,Highly potential
1303,1558,9,9,13587.27,4,4,4,12,Highly potential
1304,1561,44,8,10601.55,3,4,4,11,Highly potential
1305,1562,101,3,4066.1100000000006,1,1,1,3,Require Activation
1306,1563,130,4,4845.110000000001,1,1,2,4,Needs Attention
1307,1564,14,3,2983.8,4,1,1,6,Loyal
1308,1565,10,2,3083.23,4,1,1,6,Loyal
1309,1566,87,4,2886.4399999999996,2,1,1,4,Needs Attention
1310,1567,25,7,10643.93,3,3,4,10,Highly potential
1311,1568,140,4,6373.65,1,1,3,5,Promising
1312,1569,54,1,1466.68,2,1,1,4,Needs Attention
1313,1570,34,9,9958.95,3,4,4,11,Highly potential
1314,1571,4,4,6221.7300000000005,4,1,3,8,Require Activation
1315,1572,83,6,10119.88,2,3,4,9,Highly potential
1316,1573,65,4,5400.4400000000005,2,1,2,5,Promising
1317,1574,74,10,9813.749999999998,2,4,4,10,Highly potential
1318,1575,87,4,4088.84,2,1,1,4,Needs Attention
1319,1576,38,7,7829.950000000001,3,3,3,9,Highly potential
1320,1577,13,7,7980.92,4,3,3,10,Highly potential
1321,1579,41,10,12087.02,3,4,4,11,Highly potential
1322,1580,56,8,7454.8099999999995,2,4,3,9,Highly potential
1323,1581,37,8,7922.66,3,4,3,10,Highly potential
1324,1582,56,5,5202.889999999999,2,2,2,6,Loyal
1325,1585,38,8,8002.97,3,4,3,10,Highly potential
1326,1586,17,6,6104.44,4,3,3,10,Highly potential
1327,1587,78,5,4992.59,2,2,2,6,Loyal
1328,1588,33,7,9131.539999999999,3,3,4,10,Highly potential
1329,1589,12,6,8549.57,4,3,4,11,Highly potential
1330,1590,87,3,5130.389999999999,2,1,2,5,Promising
1331,1591,30,11,12687.66,3,4,4,11,Highly potential
1332,1592,101,4,5703.38,1,1,2,4,Needs Attention
1333,1593,54,6,7569.45,2,3,3,8,Require Activation
1334,1594,1,6,8475.63,4,3,4,11,Highly potential
1335,1595,78,7,9792.890000000001,2,3,4,9,Highly potential
1336,1596,136,3,4400.92,1,1,2,4,Needs Attention
1337,1597,26,11,16245.230000000001,3,4,4,11,Highly potential
1338,1598,171,5,6297.23,1,2,3,6,Loyal
1339,1600,14,9,5904.3200000000015,4,4,3,11,Highly potential
1340,1601,20,4,3901.84,3,1,1,5,Promising
1341,1602,8,5,6779.29,4,2,3,9,Highly potential
1342,1603,24,4,5471.889999999999,3,1,2,6,Loyal
1343,1606,43,4,5390.66,3,1,2,6,Loyal
1344,1607,2,5,4898.71,4,2,2,8,Require Activation
1345,1608,13,3,2811.51,4,1,1,6,Loyal
1346,1609,62,5,6259.92,2,2,3,7,Require Activation
1347,1610,9,5,6734.610000000001,4,2,3,9,Highly potential
1348,1612,68,2,3904.22,2,1,1,4,Needs Attention
1349,1616,24,7,10413.51,3,3,4,10,Highly potential
1350,1617,6,5,5926.27,4,2,3,9,Highly potential
1351,1618,29,2,2033.21,3,1,1,5,Promising
1352,1619,85,10,11466.11,2,4,4,10,Highly potential
1353,1620,217,2,2947.04,1,1,1,3,Require Activation
1354,1621,83,5,2804.08,2,2,1,5,Promising
1355,1622,48,3,1952.29,2,1,1,4,Needs Attention
1356,1623,3,6,7686.06,4,3,3,10,Highly potential
1357,1624,4,6,4424.39,4,3,2,9,Highly potential
1358,1625,10,8,12809.369999999999,4,4,4,12,Highly potential
1359,1626,256,2,1789.3799999999999,1,1,1,3,Require Activation
1360,1627,25,8,10051.579999999998,3,4,4,11,Highly potential
1361,1629,2,7,8226.21,4,3,4,11,Highly potential
1362,1630,24,3,3699.7799999999997,3,1,1,5,Promising
1363,1631,132,4,4179.64,1,1,2,4,Needs Attention
1364,1632,282,1,1538.99,1,1,1,3,Require Activation
1365,1633,18,3,4623.68,4,1,2,7,Require Activation
1366,1634,30,4,3683.93,3,1,1,5,Promising
1367,1635,140,4,6745.709999999999,1,1,3,5,Promising
1368,1636,41,5,6065.61,3,2,3,8,Require Activation
1369,1637,144,7,7511.01,1,3,3,7,Require Activation
1370,1638,12,4,5237.9,4,1,2,7,Require Activation
1371,1640,63,7,5455.04,2,3,2,7,Require Activation
1372,1641,64,9,9474.24,2,4,4,10,Highly potential
1373,1642,85,5,4353.22,2,2,2,6,Loyal
1374,1644,23,7,8493.64,3,3,4,10,Highly potential
1375,1645,91,7,4521.05,1,3,2,6,Loyal
1376,1646,27,7,7426.27,3,3,3,9,Highly potential
1377,1648,14,4,4946.860000000001,4,1,2,7,Require Activation
1378,1649,72,3,4375.29,2,1,2,5,Promising
1379,1650,11,5,4358.9,4,2,2,8,Require Activation
1380,1652,97,6,7230.450000000001,1,3,3,7,Require Activation
1381,1654,85,4,4021.47,2,1,1,4,Needs Attention
1382,1655,17,3,3331.17,4,1,1,6,Loyal
1383,1656,85,6,6391.540000000001,2,3,3,8,Require Activation
1384,1657,62,5,5480.33,2,2,2,6,Loyal
1385,1658,281,4,3729.5499999999997,1,1,1,3,Require Activation
1386,1659,81,7,8004.330000000001,2,3,3,8,Require Activation
1387,1660,77,6,4480.62,2,3,2,7,Require Activation
1388,1661,219,6,8438.94,1,3,4,8,Require Activation
1389,1662,63,5,3125.38,2,2,1,5,Promising
1390,1663,14,6,8093.37,4,3,4,11,Highly potential
1391,1664,43,7,8460.32,3,3,4,10,Highly potential
1392,1665,69,7,6247.18,2,3,3,8,Require Activation
1393,1666,79,4,5256.49,2,1,2,5,Promising
1394,1667,77,7,9549.75,2,3,4,9,Highly potential
1395,1668,5,6,6878.43,4,3,3,10,Highly potential
1396,1669,60,6,6940.13,2,3,3,8,Require Activation
1397,1670,61,9,8855.960000000001,2,4,4,10,Highly potential
1398,1671,44,4,3197.84,3,1,1,5,Promising
1399,1672,43,11,11450.34,3,4,4,11,Highly potential
1400,1673,134,3,1318.28,1,1,1,3,Require Activation
1401,1674,49,5,1043.6999999999998,2,2,1,5,Promising
1402,1675,102,4,4572.34,1,1,2,4,Needs Attention
1403,1676,88,5,6881.579999999999,2,2,3,7,Require Activation
1404,1677,99,8,8188.1799999999985,1,4,4,9,Highly potential
1405,1679,137,4,5682.89,1,1,2,4,Needs Attention
1406,1680,113,3,5001.21,1,1,2,4,Needs Attention
1407,1682,83,6,10071.44,2,3,4,9,Highly potential
1408,1684,17,6,4309.7,4,3,2,9,Highly potential
1409,1685,26,2,1818.98,3,1,1,5,Promising
1410,1686,79,10,10098.74,2,4,4,10,Highly potential
1411,1688,24,8,8917.130000000001,3,4,4,11,Highly potential
1412,1689,137,5,7091.33,1,2,3,6,Loyal
1413,1690,17,9,8042.110000000001,4,4,4,12,Highly potential
1414,1692,128,4,1987.2,1,1,1,3,Require Activation
1415,1693,76,6,6723.21,2,3,3,8,Require Activation
1416,1695,38,5,7504.66,3,2,3,8,Require Activation
1417,1696,29,9,12254.53,3,4,4,11,Highly potential
1418,1697,25,5,6885.1500000000015,3,2,3,8,Require Activation
1419,1699,82,7,6876.639999999999,2,3,3,8,Require Activation
1420,1700,70,6,4957.01,2,3,2,7,Require Activation
1421,1702,15,6,5455.589999999999,4,3,2,9,Highly potential
1422,1703,4,4,2468.1899999999996,4,1,1,6,Loyal
1423,1704,120,2,3009.57,1,1,1,3,Require Activation
1424,1705,16,4,5029.5,4,1,2,7,Require Activation
1425,1707,18,8,6588.76,4,4,3,11,Highly potential
1426,1708,259,4,6112.640000000001,1,1,3,5,Promising
1427,1709,5,5,5390.71,4,2,2,8,Require Activation
1428,1710,81,4,4067.4900000000002,2,1,1,4,Needs Attention
1429,1713,7,7,9031.89,4,3,4,11,Highly potential
1430,1714,39,6,5717.15,3,3,2,8,Require Activation
1431,1715,103,3,2616.3199999999997,1,1,1,3,Require Activation
1432,1716,135,2,2372.87,1,1,1,3,Require Activation
1433,1717,47,4,3349.0299999999997,2,1,1,4,Needs Attention
1434,1718,25,5,4488.2,3,2,2,7,Require Activation
1435,1719,20,5,5061.53,3,2,2,7,Require Activation
1436,1720,24,5,5561.49,3,2,2,7,Require Activation
1437,1721,1,7,8195.2,4,3,4,11,Highly potential
1438,1722,5,8,10751.439999999999,4,4,4,12,Highly potential
1439,1723,18,5,4943.21,4,2,2,8,Require Activation
1440,1724,104,4,2074.23,1,1,1,3,Require Activation
1441,1725,61,7,10331.589999999998,2,3,4,9,Highly potential
1442,1726,118,6,8748.93,1,3,4,8,Require Activation
1443,1728,46,6,7811.599999999999,2,3,3,8,Require Activation
1444,1729,59,6,4397.5,2,3,2,7,Require Activation
1445,1730,21,3,3121.3,3,1,1,5,Promising
1446,1731,44,11,8015.92,3,4,3,10,Highly potential
1447,1732,98,5,4804.96,1,2,2,5,Promising
1448,1733,54,5,4933.33,2,2,2,6,Loyal
1449,1734,26,2,1998.5900000000001,3,1,1,5,Promising
1450,1735,66,4,4446.81,2,1,2,5,Promising
1451,1736,55,6,8725.86,2,3,4,9,Highly potential
1452,1737,46,3,4477.58,2,1,2,5,Promising
1453,1738,22,4,2808.24,3,1,1,5,Promising
1454,1739,38,4,4215.17,3,1,2,6,Loyal
1455,1741,65,3,4261.62,2,1,2,5,Promising
1456,1742,60,6,7168.48,2,3,3,8,Require Activation
1457,1743,87,7,8615.730000000001,2,3,4,9,Highly potential
1458,1744,110,3,1889.09,1,1,1,3,Require Activation
1459,1745,6,12,10025.74,4,4,4,12,Highly potential
1460,1747,191,4,2839.33,1,1,1,3,Require Activation
